epoch;accuracy;loss;val_accuracy;val_loss
0;0.03500000014901161;5.013216495513916;0.03999999910593033;4.650676250457764
1;0.17499999701976776;3.736603021621704;0.10999999940395355;3.9279427528381348
2;0.39250001311302185;2.6507773399353027;0.18000000715255737;3.527019739151001
3;0.5625;1.9408715963363647;0.25;3.2680575847625732
4;0.7200000286102295;1.4317317008972168;0.27000001072883606;3.113978862762451
5;0.8450000286102295;1.0623505115509033;0.28999999165534973;3.0197718143463135
6;0.9125000238418579;0.7948949933052063;0.2800000011920929;2.9589786529541016
7;0.9599999785423279;0.6071825623512268;0.28999999165534973;2.9125657081604004
8;0.9775000214576721;0.47576579451560974;0.28999999165534973;2.8764278888702393
9;0.9900000095367432;0.38110437989234924;0.30000001192092896;2.852499485015869
10;0.9925000071525574;0.31299808621406555;0.30000001192092896;2.8392345905303955
11;1.0;0.2639220952987671;0.28999999165534973;2.8336007595062256
12;1.0;0.22730426490306854;0.2800000011920929;2.833740472793579
13;1.0;0.19941867887973785;0.2800000011920929;2.8358871936798096
14;1.0;0.17768007516860962;0.2800000011920929;2.8389227390289307
15;1.0;0.16032648086547852;0.2800000011920929;2.842074394226074
16;1.0;0.14620527625083923;0.2800000011920929;2.8455448150634766
17;1.0;0.1344587653875351;0.28999999165534973;2.8488919734954834
18;1.0;0.12454713881015778;0.30000001192092896;2.8520569801330566
19;1.0;0.11604289710521698;0.30000001192092896;2.8554675579071045
0;0.02250000089406967;4.978971481323242;0.019999999552965164;4.779250621795654
1;0.03750000149011612;4.62289571762085;0.019999999552965164;4.850288391113281
2;0.03999999910593033;4.263457298278809;0.029999999329447746;4.725114345550537
3;0.1274999976158142;3.643037796020508;0.05999999865889549;4.635734558105469
4;0.2524999976158142;2.8881072998046875;0.05000000074505806;4.632239818572998
5;0.44999998807907104;2.2203469276428223;0.07999999821186066;4.671084403991699
6;0.6399999856948853;1.6272751092910767;0.05000000074505806;5.090322494506836
7;0.8224999904632568;1.1990513801574707;0.07000000029802322;5.007353782653809
8;0.8525000214576721;0.9142894148826599;0.05999999865889549;5.362990856170654
9;0.9325000047683716;0.6120966672897339;0.05999999865889549;5.5173845291137695
10;0.9649999737739563;0.4159087836742401;0.03999999910593033;5.592592716217041
11;0.9825000166893005;0.26500117778778076;0.07000000029802322;5.477264404296875
12;0.9925000071525574;0.14489032328128815;0.07000000029802322;5.488122940063477
13;0.9900000095367432;0.10560542345046997;0.07000000029802322;5.6418962478637695
14;0.987500011920929;0.07684020698070526;0.07000000029802322;5.618149280548096
15;0.9975000023841858;0.05404526740312576;0.09000000357627869;5.686829090118408
16;0.9925000071525574;0.05417986214160919;0.07999999821186066;5.575908660888672
17;0.9975000023841858;0.026024483144283295;0.07000000029802322;5.569945812225342
18;1.0;0.014710395596921444;0.07000000029802322;5.581228256225586
19;1.0;0.012470107525587082;0.07000000029802322;5.591766357421875
0;0.520425021648407;1.805235743522644;0.5785999894142151;1.5185484886169434
1;0.6331250071525574;1.3156615495681763;0.6060000061988831;1.4265813827514648
2;0.6651750206947327;1.1966028213500977;0.6219000220298767;1.3838965892791748
3;0.6829000115394592;1.1224567890167236;0.6326000094413757;1.358593225479126
4;0.6977999806404114;1.0682380199432373;0.6383000016212463;1.3436017036437988
5;0.7096750140190125;1.0253645181655884;0.6407999992370605;1.3354655504226685
6;0.7178000211715698;0.9899048805236816;0.6446999907493591;1.3315821886062622
7;0.7262499928474426;0.9597336649894714;0.6463000178337097;1.3304650783538818
8;0.7330499887466431;0.9335313439369202;0.6478000283241272;1.3310867547988892
9;0.7401000261306763;0.9104093909263611;0.6486999988555908;1.3328708410263062
10;0.745199978351593;0.8897268772125244;0.6499000191688538;1.3356659412384033
11;0.7495999932289124;0.871048629283905;0.6521999835968018;1.338878870010376
12;0.7539250254631042;0.8540089130401611;0.6535999774932861;1.342698097229004
13;0.7580999732017517;0.8383573293685913;0.6547999978065491;1.346890926361084
14;0.7619249820709229;0.8238988518714905;0.6556000113487244;1.3515663146972656
15;0.7656750082969666;0.8104472756385803;0.6563000082969666;1.3564530611038208
16;0.7691500186920166;0.7978983521461487;0.6565999984741211;1.3615713119506836
17;0.7720500230789185;0.7861143350601196;0.6571999788284302;1.366671085357666
18;0.7749750018119812;0.7750377655029297;0.6561999917030334;1.3721510171890259
19;0.7783750295639038;0.764593780040741;0.6567000150680542;1.3777395486831665
0;0.165024995803833;3.512944459915161;0.28450000286102295;2.769627094268799
1;0.356550008058548;2.462721109390259;0.4207000136375427;2.1639761924743652
2;0.46767500042915344;1.9494308233261108;0.49129998683929443;1.8699378967285156
3;0.550225019454956;1.5958021879196167;0.5181000232696533;1.7788949012756348
4;0.6209750175476074;1.3256338834762573;0.5327000021934509;1.791810154914856
5;0.6752499938011169;1.1046193838119507;0.5357999801635742;1.850730299949646
6;0.7214499711990356;0.9313707947731018;0.531499981880188;2.0067849159240723
7;0.7582499980926514;0.789207398891449;0.546999990940094;1.9412453174591064
8;0.7959750294685364;0.653388500213623;0.5572999715805054;1.9696956872940063
9;0.8276749849319458;0.5450472831726074;0.5562999844551086;2.057750701904297
10;0.8530499935150146;0.4542625844478607;0.5637000203132629;2.1525206565856934
11;0.8757749795913696;0.3829785883426666;0.5619000196456909;2.2262790203094482
12;0.8935499787330627;0.31946563720703125;0.5741999745368958;2.219083547592163
13;0.9134500026702881;0.2656836211681366;0.5881999731063843;2.1536056995391846
14;0.9290249943733215;0.21978679299354553;0.5906000137329102;2.2455837726593018
15;0.9366000294685364;0.19089436531066895;0.5896999835968018;2.2749569416046143
16;0.9437999725341797;0.16507016122341156;0.5935999751091003;2.279378652572632
17;0.9526749849319458;0.14107009768486023;0.6047999858856201;2.342203140258789
18;0.9637749791145325;0.11092449724674225;0.6062999963760376;2.3333547115325928
19;0.9677249789237976;0.09939835965633392;0.6031000018119812;2.3476006984710693
0;0.5207499861717224;1.8054646253585815;0.590499997138977;1.4699628353118896
0;0.5199499726295471;1.8009954690933228;0.6025000214576721;1.4169600009918213
0;0.5197499990463257;1.8075921535491943;0.6175000071525574;1.3668031692504883
0;0.5214250087738037;1.7978785037994385;0.6085000038146973;1.4008575677871704
1;0.6318749785423279;1.3159695863723755;0.6140000224113464;1.400650143623352
1;0.6339750289916992;1.3110896348953247;0.6337000131607056;1.3258883953094482
1;0.6317999958992004;1.315549612045288;0.63919997215271;1.2997198104858398
1;0.6324750185012817;1.3118458986282349;0.63919997215271;1.3092682361602783
2;0.6629250049591064;1.196228265762329;0.6237000226974487;1.3763072490692139
2;0.6638000011444092;1.1921119689941406;0.6478999853134155;1.282487392425537
2;0.6629499793052673;1.1961208581924438;0.646399974822998;1.28142249584198
2;0.6642500162124634;1.192366600036621;0.6514999866485596;1.273911952972412
3;0.6820999979972839;1.1217443943023682;0.6323000192642212;1.3642191886901855
3;0.6817499995231628;1.1177030801773071;0.656000018119812;1.2585134506225586
3;0.6826750040054321;1.1209559440612793;0.6521999835968018;1.2747275829315186
3;0.6832500100135803;1.1173633337020874;0.6564000248908997;1.2575222253799438
4;0.6955999732017517;1.0674360990524292;0.6385999917984009;1.3571652173995972
4;0.6951249837875366;1.063295841217041;0.6615999937057495;1.2461049556732178
4;0.6963250041007996;1.0658553838729858;0.656499981880188;1.2729041576385498
4;0.6982250213623047;1.0624291896820068;0.6593000292778015;1.2502869367599487
5;0.7070249915122986;1.0245893001556396;0.6424000263214111;1.3532006740570068
5;0.7060999870300293;1.02045476436615;0.6639000177383423;1.2405097484588623
5;0.7077749967575073;1.022438883781433;0.6608999967575073;1.2737795114517212
5;0.7091249823570251;1.0191556215286255;0.6618000268936157;1.2480051517486572
6;0.71732497215271;0.989201545715332;0.6431999802589417;1.3513380289077759
6;0.7157750129699707;0.9851842522621155;0.6668999791145325;1.2391738891601562
6;0.7167500257492065;0.9867104291915894;0.6614999771118164;1.2764581441879272
6;0.7188000082969666;0.9835425019264221;0.6640999913215637;1.2489795684814453
7;0.7238749861717224;0.9590789079666138;0.6460000276565552;1.3513414859771729
7;0.7244750261306763;0.9552468657493591;0.66839998960495;1.2405033111572266
7;0.7252249717712402;0.9564208984375;0.6633999943733215;1.2802468538284302
7;0.7268999814987183;0.9533665180206299;0.6654999852180481;1.2517849206924438
8;0.7310000061988831;0.9328903555870056;0.6474000215530396;1.3525105714797974
8;0.7322999835014343;0.9292398691177368;0.6694999933242798;1.2434674501419067
8;0.7325000166893005;0.9301519393920898;0.6643999814987183;1.2848178148269653
8;0.7343999743461609;0.9272183775901794;0.6661999821662903;1.255944848060608
9;0.737975001335144;0.9097415208816528;0.646399974822998;1.354660153388977
9;0.7389749884605408;0.906317949295044;0.6712999939918518;1.2475939989089966
9;0.7373250126838684;0.9070281982421875;0.6628999710083008;1.2899976968765259
9;0.7406749725341797;0.9041856527328491;0.6671000123023987;1.260943055152893
10;0.7447249889373779;0.8890116214752197;0.6471999883651733;1.3573837280273438
10;0.7445999979972839;0.8858363032341003;0.6708999872207642;1.2525635957717896
10;0.743025004863739;0.8863848447799683;0.6642000079154968;1.2957208156585693
10;0.7465999722480774;0.8836262822151184;0.6682000160217285;1.2667523622512817
11;0.7497749924659729;0.8702825307846069;0.6491000056266785;1.360836386680603
11;0.7491000294685364;0.86734539270401;0.6721000075340271;1.2582411766052246
11;0.7481499910354614;0.8677791953086853;0.6650999784469604;1.3018763065338135
11;0.7522500157356262;0.8650549054145813;0.6694999933242798;1.2729357481002808
12;0.7548499703407288;0.853194534778595;0.6509000062942505;1.3646632432937622
12;0.7543500065803528;0.8505160212516785;0.6729000210762024;1.2643494606018066
12;0.7526249885559082;0.8508380055427551;0.6657000184059143;1.3084676265716553
12;0.756974995136261;0.8481491208076477;0.6686000227928162;1.2794678211212158
13;0.7585750222206116;0.8375202417373657;0.6517999768257141;1.3691813945770264
13;0.7581250071525574;0.8350784182548523;0.67330002784729;1.2709859609603882
13;0.7572500109672546;0.8353046774864197;0.6657999753952026;1.3152663707733154
13;0.7606499791145325;0.8326199054718018;0.6689000129699707;1.2861557006835938
14;0.7627000212669373;0.8230643272399902;0.6516000032424927;1.373915195465088
14;0.7620499730110168;0.8208541870117188;0.6725000143051147;1.277939796447754
14;0.7613999843597412;0.8209834098815918;0.6654000282287598;1.3223919868469238
14;0.7647500038146973;0.8182656168937683;0.6703000068664551;1.293088674545288
15;0.7667750120162964;0.8096495270729065;0.6518999934196472;1.3791422843933105
15;0.7655749917030334;0.8076761364936829;0.6728000044822693;1.2851624488830566
15;0.7656000256538391;0.8077043294906616;0.6654999852180481;1.329725742340088
15;0.7682250142097473;0.8049517273902893;0.6711999773979187;1.2999528646469116
16;0.7702249884605408;0.7971401214599609;0.6528000235557556;1.3847204446792603
16;0.7687000036239624;0.795388400554657;0.6722999811172485;1.2924810647964478
16;0.7685750126838684;0.7953135967254639;0.6651999950408936;1.337180256843567
16;0.7717249989509583;0.792525589466095;0.6705999970436096;1.3070400953292847
17;0.7731999754905701;0.7854548692703247;0.6535999774932861;1.3904261589050293
17;0.7729499936103821;0.7838864326477051;0.6729000210762024;1.3000504970550537
17;0.7715749740600586;0.7837198376655579;0.6656000018119812;1.3448121547698975
17;0.7753499746322632;0.7808774709701538;0.6704999804496765;1.3139594793319702
18;0.7770500183105469;0.7744749188423157;0.65420001745224;1.3964511156082153
18;0.7757999897003174;0.7730923295021057;0.6730999946594238;1.3075743913650513
18;0.7749500274658203;0.7728108167648315;0.6658999919891357;1.352407455444336
18;0.7789750099182129;0.7699413299560547;0.6700000166893005;1.321163535118103
19;0.7799500226974487;0.7641408443450928;0.6546000242233276;1.4024498462677002
19;0.7790499925613403;0.762906551361084;0.6722000241279602;1.3153396844863892
19;0.7781999707221985;0.7625328302383423;0.6664999723434448;1.3601962327957153
19;0.7824249863624573;0.7596372365951538;0.6704999804496765;1.3282219171524048
0;0.16255000233650208;3.5152781009674072;0.2881999909877777;2.757699489593506
0;0.1653749942779541;3.5089850425720215;0.30090001225471497;2.7048609256744385
0;0.17002500593662262;3.474520683288574;0.3027999997138977;2.7182252407073975
0;0.19337500631809235;3.346190929412842;0.34610000252723694;2.5377979278564453
1;0.359499990940094;2.434704542160034;0.42340001463890076;2.115199327468872
1;0.353300005197525;2.4688003063201904;0.43779999017715454;2.067530393600464
1;0.3707750141620636;2.3794782161712646;0.4327999949455261;2.081097364425659
1;0.40587499737739563;2.2115447521209717;0.4717999994754791;1.9381937980651855
2;0.47769999504089355;1.9050593376159668;0.49149999022483826;1.8454220294952393
2;0.4653249979019165;1.974965214729309;0.48030000925064087;1.92794668674469
2;0.48820000886917114;1.8636958599090576;0.5034999847412109;1.7926878929138184
2;0.5230000019073486;1.7135306596755981;0.5145000219345093;1.776337742805481
3;0.5600749850273132;1.5682302713394165;0.5120000243186951;1.7805466651916504
3;0.542900025844574;1.6417163610458374;0.4986000061035156;1.900240182876587
3;0.5710999965667725;1.5274180173873901;0.5360999703407288;1.7186558246612549
3;0.6035500168800354;1.3947060108184814;0.5485000014305115;1.6775627136230469
4;0.6230250000953674;1.3141628503799438;0.5327000021934509;1.7704432010650635
4;0.6100249886512756;1.3714407682418823;0.5320000052452087;1.8125789165496826
4;0.6343749761581421;1.2771819829940796;0.5472000241279602;1.7345187664031982
4;0.668150007724762;1.1501200199127197;0.5555999875068665;1.723886489868164
5;0.6765999794006348;1.110247015953064;0.5486000180244446;1.7758840322494507
5;0.6642749905586243;1.1561925411224365;0.5145000219345093;1.9418232440948486
5;0.6934000253677368;1.0525699853897095;0.5565999746322632;1.7598509788513184
5;0.7171249985694885;0.9531686305999756;0.5544000267982483;1.7990919351577759
6;0.7136750221252441;0.9715372920036316;0.5274999737739563;1.9902714490890503
6;0.7238500118255615;0.9235497117042542;0.542900025844574;1.869752287864685
6;0.7381500005722046;0.877160370349884;0.5627999901771545;1.7768710851669312
6;0.7620750069618225;0.7875350713729858;0.5623999834060669;1.8423179388046265
7;0.7516499757766724;0.8193778395652771;0.5227000117301941;2.125211715698242
7;0.764549970626831;0.7756967544555664;0.54830002784729;1.9050922393798828
7;0.7731999754905701;0.7395590543746948;0.559499979019165;1.937686562538147
8;0.7878749966621399;0.6904966235160828;0.5415999889373779;2.096554756164551
8;0.7985749840736389;0.6463013291358948;0.5504000186920166;2.0402231216430664
7;0.7942000031471252;0.6602036952972412;0.5742999911308289;1.8871712684631348
